MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,3096,38808,15552,84,3956
68:3a:48:0d:d4:1c,0,0,0,0,0
70:ee:50:57:95:29,76,19390,0,0,16804
54:af:97:bb:8d:8f,14,8802,0,0,0
70:09:71:9d:ad:10,162,3220,8,36,200
00:16:6c:d7:d5:f9,7934,8086,102,528,85304
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,754,10626,0,69088,0
10:5a:17:b8:9f:70,8,7030,0,69080,0
fc:67:1f:53:fa:6e,0,86,0,24,0
1c:90:ff:bf:89:46,0,86,0,24,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,10,7792,0,0,0
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,0,0,0,0,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,0,0,0,0,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,18,5846,0,952,0
84:69:93:27:ad:35,100,22762,0,1736,64
18:48:be:31:4b:49,7754,67226,32520,0,5900
74:d4:23:32:a2:d7,0,0,0,0,0
6e:fe:2f:5a:d7:7e,0,0,0,0,0
90:48:6c:08:da:8a,20,8752,0,0,12
